categorie_interne;categorie_fr;groupe_uicategory;nom_interne;nom_fr;touche
spaceship_docking;Vol : amarrage;;v_toggle_docking_mode;Activer le mode Amarrage (ON/OFF);n
spaceship_docking;Vol : amarrage;;v_invoke_docking;Appeler l’amarrage;n
spaceship_docking;Vol : amarrage;;v_dock_toggle_view;Activer la caméra d’amarrage (ON/OFF);0
spaceship_targeting;Véhicules : ciblage;VOL;v_auto_targeting_toggle_long;(EN) Auto Targeting - Toggle On/Off (Long Press);t
spaceship_targeting;Véhicules : ciblage;VOL;v_auto_targeting_toggle_short;(EN) Auto Targeting - Toggle On/Off (Short Press);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_auto_targeting_enable_short;(EN) Auto Targeting - Toggle On (Short Press);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_auto_targeting_enable_long;(EN) Auto Targeting - Toggle On (Long Press);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_auto_targeting_disable_short;(EN) Auto Targeting - Toggle Off (Short Press);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_auto_targeting_disable_long;(EN) Auto Targeting - Toggle Off (Long Press);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_lock_index_1;Marquer index 1 : verrouiller/déverrouiller la cible marquée;1
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_lock_index_2;Marquer index 2 : verrouiller/déverrouiller la cible marquée;2
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_lock_index_3;Marquer index 3 : verrouiller/déverrouiller la cible marquée;3
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_pin_index_1;Marquer index 1 : marquer/démarquer la cible sélectionnée;lalt+1
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_pin_index_2;Marquer index 2 : marquer/démarquer la cible sélectionnée;lalt+2
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_pin_index_3;Marquer index 3 : marquer/démarquer la cible sélectionnée;lalt+3
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_pin_index_1_hold;Marquer index 1 :  marquer/démarquer la cible sélectionnée (maintenir);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_pin_index_2_hold;Marquer index 2 : marquer/démarquer la cible sélectionnée (maintenir);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_toggle_pin_index_3_hold;Marquer index 3 : marquer/démarquer la cible sélectionnée (maintenir);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_pin_selected;Marquer la cible sélectionnée;non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_unpin_selected;Démarquer la cible sélectionnée;non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_pin_selected_hold;Marquer la cible sélectionnée (maintenir);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_unpin_selected_hold;Démarquer la cible sélectionnée (maintenir);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_remove_all_pins;Supprimer toutes les cibles marquées;0
spaceship_targeting;Véhicules : ciblage;VOL;v_target_lock_selected;Verrouiller la cible sélectionnée;non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_unlock;(EN) Unlock Current Target;lalt+t
spaceship_targeting;Véhicules : ciblage;VOL;v_look_ahead_enable;Activer/désactiver Regarder droit devant;lalt+l
spaceship_targeting;Véhicules : ciblage;VOL;v_look_ahead_start_target_tracking;Activer/Désactiver le suivi de la cible (ON/OFF, maintenir);non assigné
spaceship_targeting;Véhicules : ciblage;VOL;v_target_tracking_auto_zoom;Zoom automatique sur la cible sélectionnée ON/OFF (alterner, maintenir);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_under_reticle;(EN) Lock Target Under Reticle;non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_in_view_back;Parcourir les cibles verrouillées en visu (précédent);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_in_view_fwd;Parcourir les cibles verrouillées en visu (suivant);t
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_in_view_reset;Parcourir les cibles verrouillées en visu (sous le réticule);t
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_pinned_back;Parcourir les cibles marquées (précédente);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_pinned_fwd;Parcourir les cibles marquées (suivante);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_pinned_reset;Parcourir les cibles marquées (revenir à la première);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_attacker_back;Parcourir les assaillants ciblés (précédent);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_attacker_fwd;Parcourir les assaillants ciblés (suivant);4
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_attacker_reset;Parcourir les assaillants ciblés (revenir au plus proche);4
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_hostile_back;Parcourir les ennemis ciblés (précédent);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_hostile_fwd;Parcourir les ennemis ciblés (suivant);5
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_hostile_reset;Parcourir les ennemis ciblés (revenir au plus proche);5
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_friendly_back;Parcourir les alliés ciblés (précédent);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_friendly_fwd;Parcourir les alliés ciblés (suivant);6
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_friendly_reset;Parcourir les alliés ciblés (revenir au plus proche);6
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_all_back;Parcourir toutes les cibles verrouillées (précédent);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_all_fwd;Parcourir toutes les cibles verrouillées (suivant);7
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_all_reset;Parcourir toutes les cibles verrouillées (revenir à la plus proche);7
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_subitem_back;Parcourir les cibles secondaires verrouillées (précédent);non assigné
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_subitem_fwd;Parcourir les cibles secondaires verrouillées (suivant);r
spaceship_targeting_advanced;Véhicules : parcourir des cibles;VOL;v_target_cycle_subitem_reset;Parcourir les cibles secondaires verrouillées (revenir à la cible principale);lalt+r
spaceship_target_hailing;Vol : accrochage de cibles;VOL;v_target_hail;Contacter l’objectif;9
spaceship_radar;Vol : radar;VOL;v_invoke_ping;Activer le ping;tab
spaceship_scanning;Véhicules : scan;VOL;v_scanning_trigger_scan;Activer le scan;non assigné
spaceship_scanning;Véhicules : scan;VOL;v_inc_scan_focus_level;Augmenter l’angle de scan;non assigné
spaceship_scanning;Véhicules : scan;VOL;v_dec_scan_focus_level;Diminuer l’angle de scan;non assigné
spaceship_scanning;Véhicules : scan;VOL;v_ui_prev_scan_tab;(libellé non trouvé);left
spaceship_scanning;Véhicules : scan;VOL;v_ui_next_scan_tab;(libellé non trouvé);right
spaceship_scanning;Véhicules : scan;VOL;v_ui_prev_scan_page;(libellé non trouvé);up
spaceship_scanning;Véhicules : scan;VOL;v_ui_next_scan_page;(libellé non trouvé);down
spaceship_scanning;Véhicules : scan;VOL;v_ui_prev_contact_page;(libellé non trouvé);rctrl+left
spaceship_scanning;Véhicules : scan;VOL;v_ui_next_contact_page;(libellé non trouvé);rctrl+right
spaceship_scanning;Véhicules : scan;VOL;v_ui_prev_contact;(libellé non trouvé);rctrl+up
spaceship_scanning;Véhicules : scan;VOL;v_ui_next_contact;(libellé non trouvé);rctrl+down
spaceship_mining;Véhicule : extraction minière;VOL;v_toggle_mining_laser_fire;Activer/Désactiver le laser d’extraction minière;mouse1
spaceship_mining;Véhicule : extraction minière;VOL;v_toggle_mining_laser_type;Mise sous/hors tension du laser d’extraction minière;lalt+mouse1
spaceship_mining;Véhicule : extraction minière;VOL;v_increase_mining_throttle;Augmenter la puissance du laser d’extraction minière;maxis_z
spaceship_mining;Véhicule : extraction minière;VOL;v_decrease_mining_throttle;Diminuer la puissance du laser d’extraction minière;non assigné
spaceship_mining;Véhicule : extraction minière;VOL;v_mining_throttle;Augmenter/Diminuer la puissance du laser d’extraction minière;non assigné
spaceship_mining;Véhicule : extraction minière;VOL;v_mining_use_consumable1;Activer un module d’extraction minière (emplacement 1);lalt+1
spaceship_mining;Véhicule : extraction minière;VOL;v_mining_use_consumable2;Activer un module d’extraction minière (emplacement 2);lalt+2
spaceship_mining;Véhicule : extraction minière;VOL;v_mining_use_consumable3;Activer un module d’extraction minière (emplacement 3);lalt+3
spaceship_mining;Véhicule : extraction minière;VOL;v_mining_use_permanent_modifier;(EN) Toggle Laser Beam (High / low);lalt+4
spaceship_mining;Véhicule : extraction minière;VOL;v_jettison_volatile_cargo;Délester de la marchandise;lalt+j
spaceship_salvage;Véhicules : recyclage;VOL;tractor_beam_vehicle_increase_distance;(libellé non trouvé: ui_CIFPSTractorBeamVehicleIncreaseDistance);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;tractor_beam_vehicle_decrease_distance;(libellé non trouvé: ui_CIFPSTractorBeamVehicleDecreaseDistance);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_fire_focused;(libellé non trouvé: ui_CISalvageFireToggleFocused);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_fire_left;(libellé non trouvé: ui_CISalvageFireToggleLeft);ralt+a
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_fire_right;(libellé non trouvé: ui_CISalvageFireToggleRight);ralt+d
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_fire_fracture;(libellé non trouvé: ui_CISalvageFireToggleFracture);ralt+w
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_fire_disintegrate;(libellé non trouvé: ui_CISalvageFireToggleDisintegrate);ralt+s
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_gimbal_mode;Activation/désactivation du cardan du mode Récupération;g
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_reset_gimbal;(EN) Salvage Mode Gimbal Reset;lalt+g
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_increase_beam_spacing;Augmenter l’espacement du rayon;non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_decrease_beam_spacing;Diminuer l’espacement du rayon;non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_beam_spacing_rel;Espacement relatif du rayon;maxis_z
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_beam_spacing_abs;Espacement absolu du rayon;non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_toggle_beam_spacing_axis;Activation/désactivation de l’axe du rayon du mode Récupération;lalt+mouse2
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_cycle_modifiers_focused;(libellé non trouvé: ui_CISalvageCycleModifiersFocused);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_cycle_modifiers_left;Parcourir les modificateurs de gauche;non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_cycle_modifiers_right;Parcourir les modificateurs de droite;non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_cycle_modifiers_structural;(libellé non trouvé: ui_CISalvageCycleModifiersStructural);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_focus_all_heads;(libellé non trouvé: ui_CISalvageFocusAll);lalt+s
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_focus_left;(libellé non trouvé: ui_CISalvageFocusLeft);lalt+a
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_focus_right;(libellé non trouvé: ui_CISalvageFocusRight);lalt+d
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_focus_fracture;(libellé non trouvé: ui_CISalvageFocusFracture);lalt+w
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_focus_disintegrate;(libellé non trouvé: ui_CISalvageFocusDisintegrate);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_up__left;(libellé non trouvé: ui_CISalvageNudgeUp_Left);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_down__left;(libellé non trouvé: ui_CISalvageNudgeDown_Left);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_left__left;(libellé non trouvé: ui_CISalvageNudgeLeft_Left);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_right__left;(libellé non trouvé: ui_CISalvageNudgeRight_Left);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_up__right;(libellé non trouvé: ui_CISalvageNudgeUp_Right);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_down__right;(libellé non trouvé: ui_CISalvageNudgeDown_Right);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_left__right;(libellé non trouvé: ui_CISalvageNudgeLeft_Right);non assigné
spaceship_salvage;Véhicules : recyclage;VOL;v_salvage_nudge_right__right;(libellé non trouvé: ui_CISalvageNudgeRight_Right);non assigné
turret_movement;Mouvement de la tourelle;;turret_pitch_up;Tangage vers le haut;non assigné
turret_movement;Mouvement de la tourelle;;turret_pitch_down;Tangage vers le bas;non assigné
turret_movement;Mouvement de la tourelle;;turret_pitch;Tangage;non assigné
turret_movement;Mouvement de la tourelle;;turret_pitch_mouse;Tangage;non assigné
turret_movement;Mouvement de la tourelle;;turret_yaw_left;Lacet vers la gauche;non assigné
turret_movement;Mouvement de la tourelle;;turret_yaw_right;Lacet vers la droite;non assigné
turret_movement;Mouvement de la tourelle;;turret_yaw;Lacet;non assigné
turret_movement;Mouvement de la tourelle;;turret_yaw_mouse;Lacet;non assigné
turret_movement;Mouvement de la tourelle;;turret_toggle_mouse_mode;Activer ou désactiver le mouvement de souris de la tourelle (VJoy, style FPS);q
turret_movement;Mouvement de la tourelle;;turret_mouse_mode_cycle;Mode souris tourelle - Alterner;q
turret_movement;Mouvement de la tourelle;;turret_mouse_mode_set_vjoy;(EN) Turret Mouse Mode - VJoy Dragging;non assigné
turret_movement;Mouvement de la tourelle;;turret_mouse_mode_set_1to1;(EN) Turret Mouse Mode - Relative Dragging;non assigné
turret_movement;Mouvement de la tourelle;;turret_mouse_mode_set_pointer;(EN) Turret Mouse Mode - Pointer;non assigné
turret_movement;Mouvement de la tourelle;;turret_remote_exit;Sortir de la tourelle à distance;y
turret_movement;Mouvement de la tourelle;;turret_gyromode;Stabilisation gyroscopique de la tourelle (ON/OFF);e
turret_movement;Mouvement de la tourelle;;turret_remote_cycle_next;(EN) Next Remote Turret;d
turret_movement;Mouvement de la tourelle;;turret_remote_cycle_prev;(EN) Previous Remote Turret;a
turret_advanced;Tourelle avancée;;turret_esp_toggle;A.P.J. de la tourelle (ON/OFF);non assigné
turret_advanced;Tourelle avancée;;turret_esp_hold;Tourelle : activer l’A.P.J. temporairement (maintenir);non assigné
turret_advanced;Tourelle avancée;;turret_recenter;Recentrer la tourelle (maintenir);c
turret_advanced;Tourelle avancée;;turret_limiter_toggle;Limiteur de vitesse de la tourelle : ON/OFF (maintenir/alterner);non assigné
turret_advanced;Tourelle avancée;;turret_limiter_rel;Limiteur de vitesse de la tourelle (rel.);non assigné
turret_advanced;Tourelle avancée;;turret_limiter_rel_increase;Limiteur de vitesse de la tourelle : augmenter (rel.);non assigné
turret_advanced;Tourelle avancée;;turret_limiter_rel_decrease;Limiteur de vitesse de la tourelle : diminuer (rel.);non assigné
turret_advanced;Tourelle avancée;;turret_limiter_abs;Limiteur de vitesse de la tourelle (abs.);non assigné
turret_advanced;Tourelle avancée;;turret_change_position;(EN) Change Turret Position;s
spaceship_weapons;Véhicules : armes;VOL;v_weapon_gimbals_state_toggle;Cardans : fixes ou mobiles;g
spaceship_weapons;Véhicules : armes;VOL;v_weapon_gimbals_state_set_locked;Cardans : fixes;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_gimbals_state_set_unlocked;Cardans : mobiles;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_gimbals_unlocked_cycle_source;Cardans mobiles : changer de source (VJoy, tête);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_aim_type_cycle;Type de visée : alterner;ralt+g
spaceship_weapons;Véhicules : armes;VOL;v_weapon_aim_type_set_pip_aiming;Visée : par défaut (visée PIP);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_aim_type_set_painting;Visée : cible marquée;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_aim_type_set_auto;Visée : définir comme AUTO.;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_staggered_fire_toggle;Tir différé : activer ou désactiver;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_staggered_fire_on;Tir différé : toujours activé;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_staggered_fire_off;Tir différé : toujours désactivé;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_suppress_aim_assists_hold;Désactiver les assistances à la visée (maintenir);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_toggle_lead_lag;Alterner les réticules : guidé ou différé;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_set_lag;Activer le réticule PIP différé;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_set_lead;Activer le réticule PIP guidé;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_combination_type_toggle;Type de combinaison de réticule PIP : alterner;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_combination_type_set_single;Type de combinaison de réticule PIP : définir un réticule par arme.;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_combination_type_set_combined_weapon_group;Type de combinaison de réticule PIP : définir un réticule par type d’arme.;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_prec_line_toggle;(EN) PIP Precision Lines Toggle;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_prec_line_on;(EN) PIP Precision Lines On;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_prec_line_off;(EN) PIP Precision Lines Off;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_fade_toggle;(EN) PIP Fading Toggle;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_fade_on;(EN) PIP Fading On;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_pip_fade_off;(EN) PIP Fading Off;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_ui_scale_toggle;(EN) Gunnery UI Magnification Toggle;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_ui_scale_on;(EN) Gunnery UI Magnification On;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_ui_scale_off;(EN) Gunnery UI Magnification Off;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_convergence_distance_rel;Distance de convergence manuelle (relative);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_convergence_distance_rel_increase;Distance de convergence manuelle : augmentation;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_convergence_distance_rel_decrease;Distance de convergence manuelle : réduction;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_convergence_distance_abs;Distance de convergence manuelle (absolue);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_convergence_distance_set_default;Distance de convergence manuelle: réinitialisation;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_attack;Canons : utiliser groupe actuel;mouse1
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_fire_guns0;Canons : groupe 1;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_fire_guns1;Canons : groupe 2;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_fire_guns2;Canons : groupe 3;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_fire_guns3;Canons : groupe 4;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_next;Canons : groupe suivant;mwheel_down
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_prev;Canons : groupe précédent;mwheel_up
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_next_overflow;Canons : groupe suivant (débordement);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_prev_overflow;Canons : groupe précédent (débordement);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_guns0;Canons : définir groupe 1;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_guns1;Canons : définir groupe 2;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_guns2;Canons : définir groupe 3;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_guns3;Canons : définir groupe 4;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_emp;(EN) Weapon Presets - Set EMPs;non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_qid_jammer;(EN) Weapon Presets - Set Quantum Jammers (short range);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_qid_pulse;(EN) Weapon Presets - Set Quantum Snares / Pulse (long range);non assigné
spaceship_weapons;Véhicules : armes;VOL;v_weapon_preset_qid;(EN) Weapon Presets - Set QIDs;non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_toggle_launch_missile;Tirer les missiles (appuyer);mouse1
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_launch_missile;Tirer les missiles (maintenir);non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_cycle_missile_fwd;Passer au type de missile suivant;mwheel_down
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_cycle_missile_back;Passer au type de missile précédent;mwheel_up
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_increase_max_missiles;Augmenter le nombre de missiles armés;g
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_decrease_max_missiles;Diminuer le nombre de missiles armés;non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_reset_max_missiles;Réinitialiser le nombre de missiles armés;lalt+g
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_bombing_toggle_desired_impact_point;Bombes : activer/désactiver le point d’impact désiré (appuyer);lalt+b
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_bombing_toggle_desired_impact_point_hold;Bombes : activer/désactiver le point d’impact désiré (maintenir);non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_bombing_hud_range_increase;Bombes : augmenter la portée du HUD;non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_bombing_hud_range_decrease;Bombes : diminuer la portée du HUD;non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_bombing_hud_range_reset;Bombes : réinitialiser la portée du HUD;non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_launch_missile_cinematic;Activer la caméra cinématique (ON/OFF);non assigné
spaceship_missiles;Véhicules : missiles;VOL;v_weapon_launch_missile_cinematic_hold;Activer la caméra cinématique (maintenir);non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_weapon_countermeasure_decoy_launch;Leurre: en rafale (appuyer), définir et en rafale (maintenir);h
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_weapon_countermeasure_decoy_burst_increase;Leurre : augmenter la taille des rafales (appuyer);ralt+h
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_weapon_countermeasure_decoy_burst_decrease;Leurre : diminuer la taille des rafales (appuyer);lalt+h
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_weapon_countermeasure_decoy_launch_panic;Leurre : tir en catastrophe (appuyer);non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_weapon_countermeasure_noise_launch;Sonore : déployer (Appuyer);j
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_raise_level_forward;Augmenter le niveau du bouclier avant;non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_raise_level_back;Augmenter le niveau du bouclier arrière;non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_raise_level_left;Augmenter le niveau du bouclier gauche;non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_raise_level_right;Augmenter le niveau du bouclier droit;non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_raise_level_up;Augmenter le niveau du bouclier supérieur;non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_raise_level_down;Augmenter le niveau du bouclier inférieur;non assigné
spaceship_defensive;Véhicules : boucliers et contre-mesures;VOL;v_shield_reset_level;Réinitialiser les niveaux du bouclier;non assigné
spaceship_auto_weapons;(libellé non trouvé);;v_weapon_toggle_ai;(libellé non trouvé);slash
spaceship_power;Vol : alimentation;VOL;v_power_toggle;Activer/Désactiver l’alimentation : tous;u
spaceship_power;Vol : alimentation;VOL;v_power_set_on;Régler la mise sous tension;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_set_off;Régler la mise hors tension;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_toggle_thrusters;Activer/Désactiver l’alimentation : propulseurs;i
spaceship_power;Vol : alimentation;VOL;v_power_set_thrusters_on;Activer les propulseurs;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_set_thrusters_off;Désactiver les propulseurs;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_toggle_shields;Activer/Désactiver l’alimentation : boucliers;o
spaceship_power;Vol : alimentation;VOL;v_power_set_shields_on;Activer les boucliers;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_set_shields_off;Désactiver les boucliers;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_toggle_weapons;Activer/Désactiver l’alimentation : armes;p
spaceship_power;Vol : alimentation;VOL;v_power_set_weapons_on;Activer les armes;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_set_weapons_off;Désactiver les armes;non assigné
spaceship_power;Vol : alimentation;VOL;v_power_throttle_down;Réduire les gaz;f9
spaceship_power;Vol : alimentation;VOL;v_power_throttle_min;Réduire les gaz au min;f9
spaceship_power;Vol : alimentation;VOL;v_power_throttle_up;Augmenter les gaz;f10
spaceship_power;Vol : alimentation;VOL;v_power_throttle_max;Augmenter les gaz au max;f10
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_engine_increase;Moteurs : augmenter (appuyer);f6
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_engine_decrease;Moteurs : diminuer (appuyer);f6+lalt
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_engine_max;Moteurs : régler sur max. (appuyer);f6
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_engine_min;Moteurs : régler sur min. (appuyer);f6+lalt
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_shields_increase;Boucliers : augmenter (appuyer);f7
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_shields_decrease;Boucliers : diminuer (appuyer);f7+lalt
spaceship_power;Vol : alimentation;VOL;v_engineering_assignment_shields_max;Boucliers : régler sur max. (appuyer);f7
